ResponseId,country,hate_definition,translated_hate_definition,translated_hate_definition_cleaned
R_2pX0QiY1FavOH8a,bra,"Discurso de ódio, a meu ver, se refere a discursos que promovem a segregação e perseguição de parte de uma sociedade. São ações de pessoas que demonstram uma parcialidade ao lidar com o que lhe é desconhecido ou diferente. É uma pessoa amedrontada que ataca por medo do contraditório. 

Hoje vemos uma parte de nossa sociedade, que já tem ampla cobertura de leis para manutenção da ordem sobre ofensas via internet, cobrando mais controle sobre as liberdades apenas por não concordar com o que o outro lado diz, e isso é um caminho perigoso e sem volta para um totalitarismo sobre a opinião do brasileiro.","Hate speech, in my view, refers to discourses that promote the segregation and persecution of a society.These are actions of people who demonstrate a bias in dealing with what is unknown or different.He is a frightened person who attacks for fear of the contradictory.

Today we see a part of our society, which already has wide coverage of laws to maintain the order on offenses via the internet, demanding more control over freedoms just for not agreeing with what the other side says, and this is a dangerous and withoutReturns to totalitarianism about the opinion of the Brazilian.","Hate speech, in my view, refers to discourses that promote the segregation and persecution of a society.These are actions of people who demonstrate a bias in dealing with what is unknown or different.He is a frightened person who attacks for fear of the contradictory.  Today we see a part of our society, which already has wide coverage of laws to maintain the order on offenses via the internet, demanding more control over freedoms just for not agreeing with what the other side says, and this is a dangerous and withoutReturns to totalitarianism about the opinion of the Brazilian."
R_3nPnZtnrmJG483i,bra,"Ameaças gratuitas contra pessoas ou grupos de pessoas baseadas em raça (ou etnia), crença religiosa, país de origem, orientação sexual entre outras características.","Free threats against people or groups of people based on race (or ethnicity), religious belief, country of origin, sexual orientation and other characteristics.","Free threats against people or groups of people based on race (or ethnicity), religious belief, country of origin, sexual orientation and other characteristics."
R_pyfQMVBf7h2ICxb,bra,"Discurso de ódio é a propagação de um tipo de opinião e comportamento ofensivo e que ameaça o bem estar e sobrevivência de um grupo de pessoas, gerando cada vez mais preconceito e ódio gratuito contra elas.","Hate Speech is the spread of a type of offensive opinion and behavior that threatens the welfare and survival of a group of people, increasingly generating prejudice and free hatred against them.","Hate Speech is the spread of a type of offensive opinion and behavior that threatens the welfare and survival of a group of people, increasingly generating prejudice and free hatred against them."
R_25uTfj08a5wB7aN,bra,"Quando as pessoas são ofendidas ou ameaçadas por serem quem são, ter sua opinião, exercerem sua liberdade individual","When people are offended or threatened because they are who they are, have their opinion, exercise their individual freedom","When people are offended or threatened because they are who they are, have their opinion, exercise their individual freedom"
R_2ByeuVQI6P8nrpb,bra,"Algo que ameaça a vida ou integridade física diretamente de uma pessoa, ou incita os outros a causarem danos físicos  ao próximo.","Something that threatens life or physical integrity directly from one person, or incites others to cause physical damage to others.","Something that threatens life or physical integrity directly from one person, or incites others to cause physical damage to others."
R_3EWpG1UMeuIL8e6,bra,"Desejo expresso de privar o outro do dos direitos básicos à vida, dignidade e persecução da felicidade","Express desire to deprive each other from basic rights to life, dignity and persecution of happiness","Express desire to deprive each other from basic rights to life, dignity and persecution of happiness"
R_2PuH9oleeEjABC4,bra,"Quando você expressa sua opinião, sua ética de forma que agride o outro, sem que estes tenham culpa por serem afro descentes,gays, etc. Aqueles considerados a minoria. Você sabe que a pessoa já é marginalizada pela maioria e ajuda a pisar mais.","When you express your opinion, your ethics so that it attacks the other, without being guilty of being descent, gay, etc.Those considered the minority.You know that the person is already marginalized by the majority and helps to step more.","When you express your opinion, your ethics so that it attacks the other, without being guilty of being descent, gay, etc.Those considered the minority.You know that the person is already marginalized by the majority and helps to step more."
R_3O17XyGCc2IwArO,bra,"Pessoas mal resolvidas, preocupadas com o que não  lhes diz respeito, baixa cultura, incompetentes, retrógradas.","Poorly resolved people, concerned with what does not concern them, low culture, incompetent, retrograde.","Poorly resolved people, concerned with what does not concern them, low culture, incompetent, retrograde."
R_2tG7kxILDUqvMWN,bra,"Ódio, é  quando uma pessoa defere palavras e gestos para uma pessoa específica, ou grupos a qual essa pessoa pertence. Por exemplo: negros, judeus, nordestinos, asiáticos.","Hate is when a person defeats words and gestures to a specific person, or groups to which that person belongs.For example: blacks, Jews, northeastern, Asians.","Hate is when a person defeats words and gestures to a specific person, or groups to which that person belongs.For example: blacks, Jews, northeastern, Asians."
R_22Y5CV61UXLcP9h,bra,"""Qualquer coisa que me ofende"" é discurso de ódio, e ""nada que eu posto"" é discurso de ódio. Não existe ""discurso de ódio"" em si, será sempre relativo, dependente de quem fala é a quem ele fala.","""Anything that offends me is hate speech, and"" nothing I post ""is hate speech.There is no ""hate speech"" itself, it will always be relative, dependent on who speaks is whom he speaks.","""Anything that offends me is hate speech, and"" nothing I post ""is hate speech.There is no ""hate speech"" itself, it will always be relative, dependent on who speaks is whom he speaks."
R_3PTOvNeRnKbzFya,bra,"Isso é uma idiotice que os ditadores progressistas, fantasiados de democratas, usam para impor sua tirania e calar os conservadores. O detalhe é que para eles, o tal ""discurso"" é intitulado de ""ódio do bem"". Como assim?????","This is an idiocy that progressive dictators, dressed as democrats, use to impose their tyranny and silence conservatives.The detail is that for them, the ""speech"" is entitled ""Hate of Good"".Like this?????","This is an idiocy that progressive dictators, dressed as democrats, use to impose their tyranny and silence conservatives.The detail is that for them, the ""speech"" is entitled ""Hate of Good"".Like this?????"
R_3kBVFOhsk0eOXKC,bra,"É um posicionamento que ofende e incita todo tipo de agressão  a outras pessoas. 
Doscrimina pessoas fazendo com que pareçam  inferiores .","It is a position that offends and incites all kinds of aggression to others.
Dyscriminates people making them look inferior.",It is a position that offends and incites all kinds of aggression to others. Dyscriminates people making them look inferior.
R_3EX2PQlNXm4LbAo,bra,"Um discurso advindo de uma pessoa com comprometimento mental e psíquico. Sofre de manoa de perseguição, não tem Educação formal e nem desenvolveu espírito crítico. E desconhece o sentimento de alteridade, de quem convive com a diversidade de vozes, valores e culturas, caso do brasileiro, por exemplo.","A speech coming from a person with mental and psychic impairment.He suffers from persecution, has no formal education and has not developed critical spirit.And it is unaware of the feeling of otherness, of those who live with the diversity of voices, values and cultures, case of the Brazilian, for example.","A speech coming from a person with mental and psychic impairment.He suffers from persecution, has no formal education and has not developed critical spirit.And it is unaware of the feeling of otherness, of those who live with the diversity of voices, values and cultures, case of the Brazilian, for example."
