ResponseId,country,hate_definition,hate_definition_cleaned
R_3snz1PzYPiOwg7c,ger,ich bin selbst eher der Meinung dass man nicht alles auf die Goldwaage legen sollte,ich bin selbst eher der Meinung dass man nicht alles auf die Goldwaage legen sollte
R_2uCcI7Rn4gWkjdN,ger,"Beleidigung, Bedrohung oder Verwünschung gegen einzelne Personen oder Gruppen.","Beleidigung, Bedrohung oder Verwünschung gegen einzelne Personen oder Gruppen."
R_3ke8xHqmF6jVYn3,ger,"Drohung mit Mord oder körperlichen, geistigen Schaden","Drohung mit Mord oder körperlichen, geistigen Schaden"
R_2Y3zK93qRMj0bTw,ger,"Sch er zu sagen, kommt immer auf den Fall an.","Sch er zu sagen, kommt immer auf den Fall an."
R_2flGydKvE6Cbmjm,ger,"Wenn jemand zB. sagt ""Alle .... sollten sterben"" das ist für mich eine Hassrede. Aber wenn mich in Internet jemand als Arschloch bezeichnet, so was interessiert mich sehr wenig. Das ist nur ein Schwachsinn Internet. Auf so was lege ich kein wert drauf. Die sind leute die ich nie gesehen habe und werde nie sehen. Was interessiert mich so eine Person.","Wenn jemand zB. sagt ""Alle .... sollten sterben"" das ist für mich eine Hassrede. Aber wenn mich in Internet jemand als Arschloch bezeichnet, so was interessiert mich sehr wenig. Das ist nur ein Schwachsinn Internet. Auf so was lege ich kein wert drauf. Die sind leute die ich nie gesehen habe und werde nie sehen. Was interessiert mich so eine Person."
R_3QPowW2kSnMwWsl,ger,"Menschenverachtende Äußerungen, die zu Gewalt und Diskriminierung gegen Personengruppen aufrufen (explizit und implizit)","Menschenverachtende Äußerungen, die zu Gewalt und Diskriminierung gegen Personengruppen aufrufen (explizit und implizit)"
R_D80FEtt13PkOFq1,ger,"Persönlicher Angriff mit hetzerischer Sprache, die man auch im echten Leben als Bedrohung für sich und andere verstehen würde.
""Pass bloß auf, was du sagst, ich weiß, wo ich dich finde.""
""Wenn wir die Macht haben, stellen wir solche wie dich an die Wand.""
""Die Ukrainer haben schon 8 Jahre lang Genozid gegen die Russen betrieben. Jetzt wird abgerechnet.""
""Euer Sex ist unnatürlich, es war richtig, euch ins KZ zu stecken.""
""Wieder viel Dünger für die Sonnenblumen"" (Kommentar auf Tötung Russischer Soldaten)
""Die Ukrainer richten gefangene Russen hin"" (Kommentar zu einem Video, das eine Notwehrhandlung zeigt)","Persönlicher Angriff mit hetzerischer Sprache, die man auch im echten Leben als Bedrohung für sich und andere verstehen würde. ""Pass bloß auf, was du sagst, ich weiß, wo ich dich finde."" ""Wenn wir die Macht haben, stellen wir solche wie dich an die Wand."" ""Die Ukrainer haben schon 8 Jahre lang Genozid gegen die Russen betrieben. Jetzt wird abgerechnet."" ""Euer Sex ist unnatürlich, es war richtig, euch ins KZ zu stecken."" ""Wieder viel Dünger für die Sonnenblumen"" (Kommentar auf Tötung Russischer Soldaten) ""Die Ukrainer richten gefangene Russen hin"" (Kommentar zu einem Video, das eine Notwehrhandlung zeigt)"
R_22QyAq8688zxP3d,ger,"Hassrede ist leicht erkennbar. Ad personam, herabsetzend, respektlos. Die Beispiele, die hier gebracht wurden, sind recht albern und harmlos.","Hassrede ist leicht erkennbar. Ad personam, herabsetzend, respektlos. Die Beispiele, die hier gebracht wurden, sind recht albern und harmlos."
R_2amZus90pEYg4ly,ger,"Verunglimpfung einer Gruppe von Menschen aufgrund bestimmter Eigenschaften ( Sexualität, politische Einstellung, Hautfarbe, Beruf etc)","Verunglimpfung einer Gruppe von Menschen aufgrund bestimmter Eigenschaften ( Sexualität, politische Einstellung, Hautfarbe, Beruf etc)"
R_3PsO4B2tqjx8t5W,ger,"Wenn extreme Gewalt angedroht wird. Wenn mich jemand erschlagen, vergewaltigen und abschlachten will.","Wenn extreme Gewalt angedroht wird. Wenn mich jemand erschlagen, vergewaltigen und abschlachten will."
R_3oWN546jCu0IO86,ger,"So etwas gibts nicht. Das sind ausgedachte Worte, die Leute benutzten, die es nicht verkraften, wenn ihnen in Stammtischmanier kontra gegeben wird. 

Mobbing ist ein echte Problem. Hassrede ein erfundenes. Nur dass ihr wisst, wie ich da unterscheide.","So etwas gibts nicht. Das sind ausgedachte Worte, die Leute benutzten, die es nicht verkraften, wenn ihnen in Stammtischmanier kontra gegeben wird.   Mobbing ist ein echte Problem. Hassrede ein erfundenes. Nur dass ihr wisst, wie ich da unterscheide."
R_Av36crJnj6hsGK5,ger,"Wenn Menschen aufgrund ihrer Hautfarbe, ihrer Religion, ihrer sexuellen Orientierung oder ihres Geschlechts diskriminiert werden, ist das in meinen Augen Hassrede","Wenn Menschen aufgrund ihrer Hautfarbe, ihrer Religion, ihrer sexuellen Orientierung oder ihres Geschlechts diskriminiert werden, ist das in meinen Augen Hassrede"
R_3PpCURQnNb9AIXD,ger,"Hassrede ist für mich wenn Menschen wegen Behinderung, Hautfarbe, Herkunft, Geschlecht, Sexualität, Religion oder politischer Einstellung verurteilt werden. Oder überhaupt wegen etwas verurteilt werden für das sie nichts können oder was ihre freie Wahl ist und gegen keine Gesetze verstößt.
Dazu zählen Aufrufe zur Gewalt, Drohungen und Beleidigungen.
Diese Kriterien müssen universell sein und auf alle Seiten zutreffen, egal von welchem politischem Spektrum sie kommen.","Hassrede ist für mich wenn Menschen wegen Behinderung, Hautfarbe, Herkunft, Geschlecht, Sexualität, Religion oder politischer Einstellung verurteilt werden. Oder überhaupt wegen etwas verurteilt werden für das sie nichts können oder was ihre freie Wahl ist und gegen keine Gesetze verstößt. Dazu zählen Aufrufe zur Gewalt, Drohungen und Beleidigungen. Diese Kriterien müssen universell sein und auf alle Seiten zutreffen, egal von welchem politischem Spektrum sie kommen."
R_1mhf8E3Bcs95xH6,ger,"Wenn , jemand seine Meinung dazu sagt ,ist es Ordnung.
Politiker, die wo über ihre Leute pöbeln, dass sind Hassreden","Wenn , jemand seine Meinung dazu sagt ,ist es Ordnung. Politiker, die wo über ihre Leute pöbeln, dass sind Hassreden"
R_OPtwQITuEbaFMjL,ger,"Schauen Sie sich doch mal an, was in den letzten 1,5 Jahren gegen Ungeimpfte geäußert wurde, da haben Sie reichlich Hassreden dabei.","Schauen Sie sich doch mal an, was in den letzten 1,5 Jahren gegen Ungeimpfte geäußert wurde, da haben Sie reichlich Hassreden dabei."
R_1rp2a6wXmXGvlhe,ger,"wenn man jemanden umbringen will, und es in sozial media vorher ankündigt. z.B. einen Politiker weil mir seine Vorgehensweise missfällt. Als Deutscher wird man z.B. auf social media mehr verurteilt als Migranten, wer hier leben will muss sich anpassen nicht umgekehrt. Hatte selber Auslandsaufenthalte da hat sich wegen meiner Person keiner angepasst. Ich musste mich an die Geflogenheiten des Landes anpassen","wenn man jemanden umbringen will, und es in sozial media vorher ankündigt. z.B. einen Politiker weil mir seine Vorgehensweise missfällt. Als Deutscher wird man z.B. auf social media mehr verurteilt als Migranten, wer hier leben will muss sich anpassen nicht umgekehrt. Hatte selber Auslandsaufenthalte da hat sich wegen meiner Person keiner angepasst. Ich musste mich an die Geflogenheiten des Landes anpassen"
R_26m403AvrEGcV5S,ger,"Aussagen, die eine Person bedrohen, herabsetzen, entwürdigen, egal ob persönlich oder auf Grund ihrer Herkunft, Ethnie, Gechlecht, Rasse usw.","Aussagen, die eine Person bedrohen, herabsetzen, entwürdigen, egal ob persönlich oder auf Grund ihrer Herkunft, Ethnie, Gechlecht, Rasse usw."
R_1GPa6uIhtXsyjrs,ger,"Der Begriff Hassrede sollte nicht mehr verwendet werden. Es gibt für mich ganz klare Grenzen, die eigentlich von unserem sehr guten Grundgesetz und BGB vorgegeben werden. Man darf Niemandem mit Gewalt für Leib und Leben drohen oder andere dazu auffordern. Wenn man beleidigt wird, kann man die Person doch blockieren und muss die Posts nicht mehr lesen.","Der Begriff Hassrede sollte nicht mehr verwendet werden. Es gibt für mich ganz klare Grenzen, die eigentlich von unserem sehr guten Grundgesetz und BGB vorgegeben werden. Man darf Niemandem mit Gewalt für Leib und Leben drohen oder andere dazu auffordern. Wenn man beleidigt wird, kann man die Person doch blockieren und muss die Posts nicht mehr lesen."
R_tXxlkidNR7f5Wkp,ger,"Also das Wort "" Hassrede"" ist leider wiedermal so ein WORT was politisch genutzt und initiiert wurde um den politischen Gegner Wort Tot zu machen, um ihn zu sanktionieren um seine Meinung ein zu schränken!! 
Darf man heutzutage nicht mehr KRITISIEREN, Kritisch aber auch mal hart formulieren?! Das ist doch die Frage!","Also das Wort "" Hassrede"" ist leider wiedermal so ein WORT was politisch genutzt und initiiert wurde um den politischen Gegner Wort Tot zu machen, um ihn zu sanktionieren um seine Meinung ein zu schränken!!  Darf man heutzutage nicht mehr KRITISIEREN, Kritisch aber auch mal hart formulieren?! Das ist doch die Frage!"
R_1eQSnpHdp7keB6o,ger,"Hassrede geht mit gruppenbezogenen Vorurteilen einher. Die Beleidigung ist persönlich, direkt dem Gegenüber zuzuordnen, Hassrede ist allgemein.","Hassrede geht mit gruppenbezogenen Vorurteilen einher. Die Beleidigung ist persönlich, direkt dem Gegenüber zuzuordnen, Hassrede ist allgemein."
R_1mCt28hnKdVCFNL,ger,"Extreme verbale Angriffe gegen konkrete Personen oder Gruppen, verbunden mit Drohungen gegen die körperliche oder existenzielle Unversehrtheit. Einfach anderer Meinung zu sein oder eine Meinung nicht zu teilen und dies auch zu äußern, ist auf keinen Fall Hassrede, selbst wenn sich die andere Partei dadurch verletzt oder beleidigt fühlt.","Extreme verbale Angriffe gegen konkrete Personen oder Gruppen, verbunden mit Drohungen gegen die körperliche oder existenzielle Unversehrtheit. Einfach anderer Meinung zu sein oder eine Meinung nicht zu teilen und dies auch zu äußern, ist auf keinen Fall Hassrede, selbst wenn sich die andere Partei dadurch verletzt oder beleidigt fühlt."
R_3MfYRS93HYwrMvh,ger,"Ich kenne es nur im Zusammenhang mit gender verwirrten die ihre Verwirrung zu anderer leuts Problem machen und damit nerven weil sie Ressourcen für echte Probleme blockieren zB wieso reden wir hier über Leute, die sich von der Meinung wildfremder Menschen im Internet angegriffen fühlen statt über kitten-crush = bei sowas müssen platformbetreiber eingreifen!","Ich kenne es nur im Zusammenhang mit gender verwirrten die ihre Verwirrung zu anderer leuts Problem machen und damit nerven weil sie Ressourcen für echte Probleme blockieren zB wieso reden wir hier über Leute, die sich von der Meinung wildfremder Menschen im Internet angegriffen fühlen statt über kitten-crush = bei sowas müssen platformbetreiber eingreifen!"
R_3EQDhOtofmfSsbf,ger,"Hassrede ist für mich, wenn Menschen als Ganzes diffamiert und bedroht werden. Die schlimmste Form ist der Aufruf zur oder die Androhung von Gewalt.","Hassrede ist für mich, wenn Menschen als Ganzes diffamiert und bedroht werden. Die schlimmste Form ist der Aufruf zur oder die Androhung von Gewalt."
R_1BPofzQh886MHcL,ger,Hassrede bedeutet für mich einen Menschen diskriminierend zu beschimpfen und mit seiner Aussage diese Diffamierung als Aufruf zum Hass gegen diesen Menschen oder Menschengruppe hat.,Hassrede bedeutet für mich einen Menschen diskriminierend zu beschimpfen und mit seiner Aussage diese Diffamierung als Aufruf zum Hass gegen diesen Menschen oder Menschengruppe hat.
R_8p6OAei2Ja9tz5n,ger,"Finde das eigentlich ein überflüssiges bis schädliches Konzept. 
Für die vorigen Fragen habe ich es so für mich definiert, dass eine komplette Gruppe von Menschen pauschal abgewertet wird.
Aber eigentlich bin ich der Ansicht, dass es ""Hassrede"" nicht wirklich als Kategorie geben sollte, oder, um es englisch auszudrücken: ""Hate speech is free speech""!","Finde das eigentlich ein überflüssiges bis schädliches Konzept.  Für die vorigen Fragen habe ich es so für mich definiert, dass eine komplette Gruppe von Menschen pauschal abgewertet wird. Aber eigentlich bin ich der Ansicht, dass es ""Hassrede"" nicht wirklich als Kategorie geben sollte, oder, um es englisch auszudrücken: ""Hate speech is free speech""!"
R_zTh2w3eqIbqGs4F,ger,"Hassrede beginnt dort, wo Personen oder Gruppen über das ""normale"" Maß heraus beleidigt werden. Die Grenze ist schwierig zu ziehen. Spätestens bei der Bedrohung der körperlichen Unversehrtheit, der Verleumdung(bewusst oder unbewusst) ist das reguläre Maß aber überschritten. 

Hassrede ist es, wenn es wirklich darum geht, einer Person und ihrem Ruf zu schaden. Ich erhebe keinen Anspruch auf Vollständigkeit mit dieser Aussage.","Hassrede beginnt dort, wo Personen oder Gruppen über das ""normale"" Maß heraus beleidigt werden. Die Grenze ist schwierig zu ziehen. Spätestens bei der Bedrohung der körperlichen Unversehrtheit, der Verleumdung(bewusst oder unbewusst) ist das reguläre Maß aber überschritten.   Hassrede ist es, wenn es wirklich darum geht, einer Person und ihrem Ruf zu schaden. Ich erhebe keinen Anspruch auf Vollständigkeit mit dieser Aussage."
